,Condition A,Condition A,Condition B,Condition B,Condition C,Condition C,All,All
,Mean,SD,Mean,SD,Mean,SD,Mean,SD
Senior,2.49,1.57,2.03,1.36,2.50,1.36,2.38,1.48
Junior,3.71,1.71,3.17,2.25,3.83,1.70,3.60,1.83
All,2.79,1.69,2.31,1.68,2.83,1.55,2.68,1.66
