,Condition A,Condition A,Condition B,Condition B,Condition C,Condition C,All,All
,Mean,SD,Mean,SD,Mean,SD,Mean,SD
Senior,5.58,1.15,5.92,1.02,5.83,0.97,5.73,1.08
Junior,3.54,2.08,4.08,2.23,2.42,1.62,3.40,2.07
All,5.07,1.68,5.46,1.61,4.98,1.88,5.15,1.72
