,Condition A,Condition A,Condition B,Condition B,Condition C,Condition C,All,All
,Mean,SD,Mean,SD,Mean,SD,Mean,SD
Senior,3.11,1.71,3.44,1.81,3.56,1.89,3.31,1.78
Junior,4.42,1.74,4.67,1.61,4.67,1.78,4.54,1.69
All,3.44,1.80,3.75,1.83,3.83,1.91,3.61,1.83
