,Condition A,Condition A,Condition B,Condition B,Condition C,Condition C,All,All
,Mean,SD,Mean,SD,Mean,SD,Mean,SD
Senior,4.89,1.46,5.03,1.40,5.00,1.60,4.95,1.47
Junior,5.33,1.13,5.42,1.08,5.75,0.62,5.46,1.01
All,5.00,1.39,5.12,1.33,5.19,1.45,5.08,1.39
