,Condition A,Condition A,Condition B,Condition B,Condition C,Condition C,All,All
,Mean,SD,Mean,SD,Mean,SD,Mean,SD
Senior,5.33,1.27,5.83,1.00,5.42,1.32,5.48,1.23
Junior,4.88,1.98,5.42,1.68,4.33,1.67,4.88,1.84
All,5.22,1.48,5.73,1.20,5.15,1.47,5.33,1.43
