id,content,sender,sentTime,isUsed
1,"업체 2는 짧은 기간이지만 성과평과와 수상내역으로 프로젝트 계약을 성공적으로 잘 이끌어나갈 수있을것이라고 생각합니다. 업체1의 단지 긴 기간 프로젝트 완료 건수로 선택하는건 아니라고 봅니다.","P40👶","2024-12-17 17:06:13",1
