id,content,sender,sentTime,isUsed
1,"회사의 성장과 안정을 위해서는 가장 중요한 것은 팀장의 능력이야. 조직에 대한 기여가 높은 사람이 팀장이 될 자격이 있어.","👶마니","2024-12-22 17:04:22",1
2,"사내평판이 좋다는 것은 모두에게 우유부단하게 맞추는 사람이라는 것을 의미하기도해. 리더십이 없고 끌려다닐수 있지","👶마니","2024-12-22 17:08:06",1
3,"리더는 가끔은 강한 카리스마적 모습을 보일 필요가 있어. 그 카리스마에는 개인의 능력도 포함되","👶마니","2024-12-22 17:12:21",1
