id,content,sender,sentTime,isUsed
1,"50세면 나이도 너무 많고 젊은 사람들과 소통도 잘 될지 모르겠네","👶씩씩거리는 무지","2024-12-20 09:25:56",1
2,"23년 다니는 동안 수상실적이 없는 걸 보면 능력이 있다고 장담할 수 있을까?? 너무 여유로운 사람일것 같은데?","👶씩씩거리는 무지","2024-12-20 09:28:00",1
3,"공적사항을 보면 어떤 문제든 적극적으로 해결하고자하는 분 같은데 팀장으로서 적합하지않나","👶씩씩거리는 무지","2024-12-20 09:32:00",1
4,"후보자 3은 근무경력 6년만에 아이디어상을 받았고 그 잠재력을 무시할 순 없을 것 같다","👶씩씩거리는 무지","2024-12-20 09:38:18",1
5,"후보자1은 학사학위자이면서 근무경력 23년이나되는데 이 사람이 능력있는 사람이 맞나??","👶씩씩거리는 무지","2024-12-20 09:41:10",1
