,Condition A,Condition A,Condition B,Condition B,Condition C,Condition C,All,All
,Mean,SD,Mean,SD,Mean,SD,Mean,SD
Senior,537.01,306.50,529.81,320.02,611.14,279.25,553.74,303.16
Junior,577.62,279.56,535.42,301.04,485.00,239.88,543.92,272.78
All,547.17,299.07,531.21,312.22,579.60,273.10,551.29,295.19
